2040;48705;97410;255;47685;48960;1
5865;48705;125970;0;47685;52275;1
5865;45645;94860;0;44625;44625;1
7905;48705;125460;0;47685;51000;1
7650;48705;96390;1020;47685;49470;1
6630;48705;97155;5865;47685;48705;1
510;47685;122145;0;46665;50490;1
5865;45645;107865;0;44625;47940;1
9690;48705;97665;1275;47685;47175;1
9690;48705;97665;510;47685;46665;1
5865;48705;96645;510;47685;48450;1
10455;48705;123420;0;47685;48960;1
10455;48705;123675;0;47685;49215;1
10455;48705;123420;0;47685;48960;1
5865;48705;125205;0;47685;51510;1
5865;46665;100215;0;45645;46155;1
5865;48705;121635;0;47685;51765;1
5865;48705;122145;0;47685;50745;1
765;48705;125715;0;47685;51510;1
5865;48705;127245;0;47685;51510;1
8670;48705;123675;0;47685;49215;1
8415;48705;123420;0;47685;49470;1
8160;48705;123420;0;47685;49215;1
8160;48705;123930;0;47685;49470;1
7650;48705;124440;0;47685;49725;1
7905;48705;124440;0;47685;49980;1
7650;48705;124695;0;47685;49470;1
5865;48705;125970;0;47685;51765;1
5865;48705;127755;0;47685;52020;1
765;48705;95115;0;47685;50235;1
5865;48705;123930;0;47685;53040;1
5865;48705;124440;0;47685;53295;1
5865;48705;124185;0;47685;52530;1
10710;48705;126480;0;47685;50745;1
5865;48705;124440;0;47685;53295;1
5865;46665;106845;0;45645;46410;1
510;47685;114495;0;46665;48705;1
255;48705;124950;0;47685;49215;1
5865;47685;117555;0;46665;52530;1
5865;48705;124185;0;47685;49215;1
8160;45645;99195;0;44625;49470;1
7905;44625;94860;0;43605;47430;1
510;48705;91545;0;47685;53295;1
7395;48705;124440;0;47685;49725;1
5865;48705;124950;0;47685;51255;1
6885;48705;123675;0;47685;49215;1
5865;48705;125205;0;47685;51510;1
5865;48705;123930;0;47685;49980;1
5865;48705;124185;0;47685;49980;1
1785;48705;125460;0;47685;54060;1
510;48705;125460;0;47685;54315;1
5865;48705;124440;0;47685;47685;1
3825;48705;126225;0;47685;54060;1
510;48705;125970;0;47685;53550;1
5355;48705;123675;0;47685;54315;1
5100;48705;123930;0;47685;54570;1
5865;48705;124695;0;47685;49470;1
5865;48705;125460;0;47685;48705;1
0;47685;111945;0;46665;51765;1
2550;48705;123930;0;47685;54060;1
510;48705;123675;0;47685;54060;1
5865;48705;121635;0;47685;49215;1
2550;48705;124185;0;47685;54315;1
2550;48705;123420;0;47685;53805;1
2550;48705;123420;0;47685;53550;1
2805;48705;123675;0;47685;53295;1
4335;48705;125460;0;47685;54060;1
5865;48705;124695;0;47685;48705;1
255;48705;124185;0;47685;48960;1
1530;48705;126225;0;47685;54315;1
1020;48705;124695;0;47685;54570;1
3060;48705;125205;0;47685;54315;1
5865;47685;111435;0;46665;49725;1
5865;47685;111435;0;46665;49725;1
5865;47685;111945;0;46665;49980;1
5865;47685;112200;0;46665;49980;1
5865;47685;111690;0;46665;50235;1
0;46665;109140;0;45645;50235;1
0;46665;109140;0;45645;49470;1
0;46665;108885;0;45645;50235;1
5865;47685;111945;0;46665;50235;1
0;45645;100470;0;44625;47430;1
255;47685;111945;0;46665;49725;1
255;46665;108885;0;45645;49470;1
255;46665;106845;0;45645;49470;1
1020;48705;124185;0;47685;53295;1
0;46665;107100;0;45645;49470;1
5865;47685;111945;0;46665;49215;1
510;48705;124695;0;47685;52785;1
5865;46665;88485;0;45645;42840;1
510;48705;125970;0;47685;53040;1
0;47685;108885;0;46665;49470;1
5865;46665;89505;0;45645;42840;1
5865;46665;89760;0;45645;42585;1
5865;47685;107100;0;46665;46920;1
5865;48705;117045;0;47685;46920;1
5865;48705;117300;0;47685;46920;1
5865;48705;117555;0;47685;46920;1
5865;48705;117300;0;47685;46920;1
3060;48705;120870;0;47685;51255;1
