0;2295;0;2295;0;2295
0;2295;0;2295;0;2295
0;2040;0;1785;0;2040
0;2295;0;2295;0;2550
0;2295;0;2295;0;2550
0;2295;0;2295;0;2295
0;2040;0;1785;0;2040
2040;2040;0;1785;0;2295
0;2295;0;0;0;2550
0;2295;0;0;0;2550
0;2295;0;2295;0;2550
0;2295;0;0;0;2295
0;2295;0;0;0;2295
0;2295;0;2295;0;2295
0;2295;0;2295;0;2295
0;2040;0;1785;0;2040
0;2295;0;2295;0;2295
0;2295;0;2295;0;2295
0;2295;0;2295;0;2805
0;3570;0;2295;0;2550
0;0;0;0;0;2295
0;0;0;0;0;2295
0;0;0;0;0;2295
0;0;0;0;0;2295
0;2295;0;0;0;2295
0;2295;0;0;0;2295
0;2295;0;2295;0;2295
0;2295;0;2295;0;2550
0;2295;0;2295;0;2295
0;2295;0;2295;0;2295
0;3570;0;2295;0;2295
0;2295;0;2295;0;2295
0;2295;0;2295;0;2295
0;2295;0;2295;0;2550
0;2295;0;2295;0;2550
0;2040;1785;1785;0;2040
0;2040;0;1785;0;2040
0;2295;0;2295;0;2295
0;0;0;1785;0;2040
0;2295;0;2295;0;2295
0;2040;0;2040;0;2040
0;2040;0;2040;0;2040
0;2295;0;2295;0;2550
0;0;0;0;0;2295
0;2295;0;0;0;2295
0;2295;0;0;0;2295
0;0;0;2295;0;2295
0;2550;0;2295;0;2550
0;0;0;2295;0;2550
0;2550;0;2295;0;2550
0;3060;0;2295;0;2295
0;2295;0;2295;0;2550
0;2295;0;2295;0;2295
0;3570;0;2295;0;2295
0;3570;0;2295;0;2295
0;3570;0;2295;0;2295
0;2295;0;2295;0;2550
0;2295;0;2295;0;2550
0;2040;0;1785;0;2040
0;2295;0;2295;0;2550
0;2295;0;2295;0;2550
0;2295;0;2295;0;2550
0;2295;0;2295;0;2550
0;2295;0;2295;0;2550
0;2295;0;2295;0;2550
0;2295;0;2295;0;2550
0;2295;0;2295;0;2550
0;2295;0;2295;0;2550
0;2295;0;2295;0;2550
0;2295;0;2295;0;2550
0;2295;0;2295;0;2295
0;2295;0;2295;0;2295
0;2040;0;1785;0;2040
0;2040;0;1785;0;2040
0;2040;0;1785;0;2040
0;2040;0;1785;0;2040
0;2040;0;1785;0;2040
0;2040;0;1785;0;2040
0;2040;0;1785;0;2040
0;2040;0;1785;0;2040
0;3315;0;1785;0;2040
0;2040;0;1785;0;2040
0;2040;0;1785;0;2040
0;2040;0;1785;0;2040
0;2040;0;1785;0;2040
0;2295;0;2295;0;2550
0;2040;0;1785;0;2040
0;2040;0;1785;0;2040
0;2295;0;2295;0;2295
2040;2040;0;1785;0;2040
0;2295;0;0;0;2295
0;2805;0;1785;0;2040
0;2040;0;0;0;2040
0;2040;0;0;0;2040
0;2040;0;0;0;2040
0;2295;0;0;0;2295
0;2295;0;0;0;2295
0;2295;0;0;0;2295
0;2295;0;0;0;2295
0;2295;0;0;0;2295
