0;2295;0;2295;0;10200;-1
0;0;0;2040;0;9690;-1
0;0;0;2040;0;8670;-1
0;0;0;0;0;10200;-1
0;0;0;4845;0;11730;-1
0;0;0;2295;0;11985;-1
0;0;0;2040;0;10455;-1
0;0;0;2295;0;9945;-1
0;0;0;5100;0;12240;-1
0;0;0;2295;0;9690;-1
0;0;0;2295;0;9435;-1
0;0;0;2295;0;11985;-1
0;0;0;4590;0;13260;-1
0;0;0;5100;0;8925;-1
0;0;0;2040;0;8925;-1
0;2295;0;2295;0;15300;-1
0;2295;0;2295;0;15045;-1
0;2295;0;2295;0;14790;-1
0;2295;0;4335;0;11985;-1
0;2295;0;4335;0;11985;-1
0;2040;0;2040;0;7650;-1
0;2295;0;5100;0;17340;-1
0;0;0;2295;0;10710;-1
0;2040;0;0;0;7395;-1
0;2295;0;2295;0;12495;-1
0;0;0;2295;0;17850;-1
0;2295;0;2295;0;12495;-1
0;2040;0;1785;0;10200;-1
0;2040;0;1785;0;10200;-1
0;2295;0;4590;0;17340;-1
0;2295;0;4590;0;14025;-1
0;2295;0;2295;0;13770;-1
0;2295;0;2295;0;13005;-1
0;2295;0;4335;0;13770;-1
0;2295;0;4590;0;13770;-1
0;2295;0;2295;0;14025;-1
0;2040;0;0;0;8415;-1
0;2295;0;2295;0;12750;-1
0;2295;0;2295;0;13005;-1
0;2295;0;2295;0;14535;-1
0;2295;0;2295;0;14025;-1
0;0;0;4590;0;11475;-1
0;0;0;4590;0;12750;-1
0;0;0;4590;0;12495;-1
0;0;0;4590;0;11730;-1
0;0;0;4845;0;11730;-1
0;0;0;4590;0;11730;-1
0;0;0;4845;0;12750;-1
0;2295;0;4080;0;13515;-1
0;2550;0;4335;0;13515;-1
0;2295;0;4590;0;13770;-1
0;2295;0;4335;0;18105;-1
0;2295;0;2295;0;18105;-1
0;2295;0;4080;0;18105;-1
0;2295;0;4590;0;13515;-1
0;2295;0;2295;0;18105;-1
0;2040;0;1785;0;10200;-1
0;2040;0;3570;0;11220;-1
0;4590;0;4590;0;14535;-1
0;2040;0;1785;0;11730;-1
0;4590;0;4590;0;17850;-1
0;2040;0;2040;0;7905;-1
0;2040;0;2040;0;7905;-1
0;0;0;2295;0;13260;-1
0;0;0;4590;0;14280;-1
0;0;0;4845;0;14025;-1
0;0;0;4590;0;12750;-1
0;0;0;4590;0;13260;-1
0;2295;0;4590;0;13770;-1
0;0;0;4590;0;12750;-1
0;0;0;2295;0;18360;-1
0;0;0;2295;0;13770;-1
0;0;0;4590;0;12495;-1
0;0;0;2295;0;15300;-1
0;2295;0;2295;0;15555;-1
0;2295;0;2295;0;18615;-1
0;2295;0;2295;0;18870;-1
0;2295;0;4590;0;17340;-1
0;4590;0;4590;0;17595;-1
0;2040;0;1785;0;8160;-1
0;2295;0;4335;0;18360;-1
0;2295;0;4335;0;18105;-1
0;4590;0;4590;0;17595;-1
0;2295;0;4845;0;18105;-1
0;2295;0;4590;0;18105;-1
0;2295;0;4590;0;18105;-1
0;2295;0;4335;0;18105;-1
0;2295;0;2295;0;18105;-1
0;4590;0;4590;0;17340;-1
0;4590;0;4590;0;17340;-1
0;2295;0;4335;0;18105;-1
0;2295;0;4335;0;18615;-1
0;2295;0;4590;0;19380;-1
0;2040;0;1785;0;9945;-1
0;2040;0;1785;0;9945;-1
0;2040;0;1785;0;10965;-1
0;2040;0;1785;0;10710;-1
0;2040;0;1785;0;10200;-1
0;0;0;1785;0;8160;-1
0;0;0;1785;0;9435;-1
