4080,19125,36465,0,4335,21675,0,0,24735,0,0,19890,-1
4080,16065,36210,0,4080,24225,0,0,25500,0,0,20145,-1
4080,19125,34170,0,4335,27795,0,0,25500,0,0,20145,-1
4080,18615,33915,0,4335,25245,0,0,25755,0,0,20400,-1
4080,18105,34680,0,4335,21165,0,0,25245,0,0,20655,-1
4080,15810,36975,0,4335,21930,0,0,24990,0,0,20910,-1
4080,17085,34425,0,2550,28305,0,0,18105,0,0,18360,-1
4080,11220,33405,0,2295,28815,0,0,12495,0,0,14280,-1
4080,13260,36210,0,1785,27540,0,0,12240,0,0,14025,-1
4080,10710,35700,0,2295,28050,0,0,17850,0,0,18360,-1
4080,13770,32385,0,2295,25245,0,0,19125,0,0,18360,-1
4080,13515,33660,0,2295,27795,0,0,19125,0,0,18360,-1
4080,14025,33660,0,1785,25755,0,0,19125,0,0,16575,-1
4080,12750,35955,0,1785,26010,0,0,10710,0,0,13260,-1
4080,17850,36210,0,1530,21930,0,0,18870,0,0,15045,-1
4080,16320,36720,0,2550,21675,0,0,18360,0,0,16830,-1
4080,16575,34935,0,2295,22695,0,0,19125,0,0,16830,-1
4080,16320,34425,0,1785,26010,0,0,19380,0,0,16575,-1
4080,18360,36210,0,2550,25500,0,0,26775,0,0,19125,-1
4080,18360,34935,0,4335,24735,0,0,27285,0,0,18870,-1
4080,8670,35445,0,1785,22950,0,0,18360,0,0,17085,-1
4080,11475,33150,0,5610,21165,0,0,33660,0,0,26265,-1
0,9945,36975,0,4335,21420,0,0,25245,0,0,21165,-1
0,10200,32895,0,4590,22695,0,0,25755,0,0,20145,-1
0,10455,33915,0,3570,19635,0,0,25755,0,0,19380,-1
0,5610,33150,0,1785,24735,0,0,17340,0,0,16830,-1
0,5865,33915,0,1785,21930,0,0,18870,0,0,16830,-1
0,8925,31365,0,4335,30090,0,0,24480,0,0,20655,-1
0,8925,34425,0,2805,26265,0,0,24735,0,0,21165,-1
4080,7395,31620,0,2805,27285,0,0,27795,0,0,21675,-1
0,12240,36975,0,1530,23715,0,0,20400,0,0,15810,-1
0,10200,36465,0,4845,24735,0,0,29070,0,0,20655,-1
0,13260,37740,0,2550,26520,0,0,21675,0,0,17850,-1
0,8925,34680,0,4845,28305,0,0,29835,0,0,20400,-1
0,6885,36720,0,1785,24480,0,0,20400,0,0,16065,-1
0,7650,36465,0,2550,26010,0,0,21165,0,0,17850,-1
0,6885,39780,0,1785,22695,0,0,20910,0,0,15555,-1
4080,13770,38250,0,4845,25245,0,0,29835,0,0,19380,-1
0,9945,33660,0,5100,25500,0,0,28305,0,0,21420,-1
4080,15555,36465,0,1785,25245,0,0,23970,0,0,14790,-1
4080,13260,34680,0,5610,26010,0,0,28050,0,255,21420,-1
4080,16575,35445,0,4845,24990,0,0,30600,0,0,18870,-1
4080,17595,36210,0,5610,24735,0,0,34935,0,255,26265,-1
4080,15810,35955,0,5100,22440,0,0,27795,0,0,18870,-1
4080,14025,34935,0,5355,23460,0,0,24990,0,0,19635,-1
4080,20655,33660,0,6375,25755,0,0,37995,0,0,25500,-1
4080,14790,34170,0,7395,23715,0,0,35190,0,0,27030,-1
4080,11220,35445,0,6630,22950,0,0,36720,0,0,26520,-1
4080,13005,33150,0,5610,26265,0,0,29580,0,0,20655,-1
4080,14025,33405,0,6630,22695,0,0,37740,0,0,27030,-1
4080,12750,33915,0,6120,21930,0,0,38250,0,0,25755,-1
4080,18105,33150,0,7905,23205,0,0,39525,0,0,28815,-1
4080,12750,30855,0,7650,27285,0,0,39015,0,0,28815,-1
4080,15045,30855,0,7650,26265,0,255,38250,0,0,28815,-1
4080,19635,32895,0,5610,23460,0,0,40290,0,0,27030,-1
4080,19125,31365,0,7395,24990,0,0,38505,0,0,27030,-1
4080,21165,36465,0,6630,20910,0,255,38760,0,0,27030,-1
4080,15300,33150,0,6630,26265,0,0,29070,0,0,24480,-1
4080,18105,34935,0,5610,19890,0,0,28560,0,0,22695,-1
4080,16830,36465,0,5355,24480,0,0,27795,0,0,22185,-1
4080,17340,33915,0,5100,27540,0,0,27540,0,0,24225,-1
4080,16065,35955,0,5610,26010,0,0,28815,0,0,24480,-1
4080,15045,35955,0,5865,24225,0,0,29070,0,0,23970,-1
4080,18105,35190,0,5610,24225,0,0,29325,0,0,21930,-1
4080,16575,32385,0,7905,21165,0,255,36975,0,0,27540,-1
4080,15045,38760,0,6120,24990,0,0,28560,0,0,21930,-1
4080,19125,35445,0,7905,25500,0,255,36465,0,0,27030,-1
4080,18870,34425,0,6630,26265,0,0,27285,0,0,21420,-1
4080,15810,34680,0,8670,25500,0,0,33915,0,0,26520,-1
4080,18615,37995,0,5610,24990,0,0,27795,0,0,20145,-1
4080,16830,34425,0,5610,22440,0,0,28305,0,255,21675,-1
4080,15555,34680,0,4335,28305,0,0,27795,0,0,23205,-1
4080,15555,34170,0,5865,28815,0,0,27285,0,0,23460,-1
4080,17340,30600,0,2040,24225,0,0,14025,0,0,12750,-1
4080,14280,31620,0,4335,29070,0,0,28050,0,0,22695,-1
4080,14790,34935,0,3315,27030,0,0,27030,0,0,20400,-1
4080,18105,33405,0,4335,25755,0,0,28305,0,0,18870,-1
4080,19890,33150,0,4080,26775,0,0,26775,0,0,18615,-1
4080,19125,34425,0,4590,26775,0,0,27030,0,0,18615,-1
4080,20400,34170,0,4845,27795,0,0,27030,0,0,18360,-1
31110,34680,31875,12240,13260,13260,61200,23460,58395,199920,199920,8670,-1
4080,20655,32895,0,5100,27030,0,0,24990,0,0,18105,-1
30600,34170,31620,12240,13515,13260,61200,23715,58395,199920,199920,8670,-1
4080,15300,37740,0,4335,24225,0,0,25755,0,0,18360,-1
4080,15045,36720,0,4590,25500,0,0,22950,0,0,18105,-1
4080,13260,36720,0,2295,28050,0,0,16065,0,0,15555,-1
4080,13005,36465,0,2295,30090,0,0,15810,0,0,15555,-1
4080,13005,35445,0,2295,26010,0,0,16320,0,0,15300,-1
4080,14025,35700,0,5865,26520,0,0,32130,0,0,24990,-1
4080,15555,33150,0,5865,27285,0,0,32130,0,0,22950,-1
4080,13515,34935,0,5865,21420,0,0,30855,0,0,22950,-1
4080,11730,33660,0,5610,23970,0,0,22185,0,0,19635,-1
4080,18360,36465,0,3570,25245,0,0,32130,0,255,22950,-1
4080,15045,31875,0,4845,28050,0,0,21675,0,0,19890,-1
4080,14025,29835,0,5865,26265,0,0,29835,0,0,23460,-1
4080,16830,35700,0,5100,29325,0,0,21675,0,0,20400,-1
4080,16575,33405,0,5610,28560,0,0,21675,0,0,20400,-1
4080,14790,36210,0,5355,25245,0,0,21165,0,0,20400,-1
4080,14535,36720,0,4590,26775,0,0,21930,0,0,19890,-1
4080,14535,34935,0,2805,28560,0,0,15300,0,0,15300,-1
